tmdb_id,imdb_id,original_language,original_title,runtime
44012,tt0073198,fr,"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",201
10541,tt0920473,fr,Un baiser s'il vous plaît,100
19955,tt0478724,fr,Prête-moi ta main,90
90799,tt0035996,en,Hi Diddle Diddle,72
39194,tt0070605,en,Rhinoceros,104
36460,tt0081110,en,The Man With Bogart's Face,106
27502,tt0016123,en,The Monster,86
15555,tt0990404,en,Chop Shop,84
40022,tt0067429,it,Milano Calibro 9,100
86764,tt0056910,fr,La Carrière de Suzanne,54
42062,tt0035082,en,Moontide,94
14126,tt0449471,en,Catacombs,92
17332,tt0821642,en,The Soloist,109
18405,tt0844708,en,The Last House on the Left,110
155426,tt0346513,pl,Anioł w Krakowie,0
21832,tt0169880,ja,新世紀エヴァンゲリオン 劇場版 DEATH & REBIRTH シト新生,101
16871,tt1127180,en,Drag Me to Hell,99
14160,tt1049413,en,Up,96
21967,tt0053579,ja,Akibiyori,128
14003,tt0485323,ja,劇場版 鋼の錬金術師 シャンバラを征く者,105
16899,tt0808244,en,Easy Virtue,93
21724,tt1153706,en,Dance Flick,83
8282,tt0836700,fr,L'Heure d'été,100
31404,tt0019379,en,Show People,83
42513,tt0066989,fr,Les deux Anglaises et le continent,130
83868,tt0024008,en,Female,60
4934,tt0062975,en,Firecreek,104
15588,tt1167660,fr,OSS 117 : Rio ne répond plus,100
61109,tt0033606,en,The Flame of New Orleans,79
129089,tt0030138,en,Flash Gordon: Trip to Mars,229
14857,tt1138489,en,Personal Effects - The Space Between Loss and Love,110
17927,tt1083456,en,Fired Up!,90
77822,tt0040970,en,The Winslow Boy,117
14330,tt0120376,en,Trojan War,85
26508,tt0059894,en,The War Game,48
28677,tt1276107,en,Without a Paddle: Nature's Calling,96
19203,tt0475286,en,Graduation,89
15712,tt1314280,fr,Welcome,110
13975,tt0910905,en,In the Electric Mist,117
18785,tt1119646,en,The Hangover,100
16164,tt0443559,en,Killshot,95
17609,tt0870984,da,Antichrist,108
33104,tt0077451,hi,डॉन,166
37924,tt0479760,en,Sweeney Todd,90
43321,tt0048484,en,Pete Kelly's Blues,95
18869,tt0425151,en,Jimmy and Judy,99
17829,tt0040820,en,A Song Is Born,113
16345,tt1230448,hi,Billu,137
81512,tt0048350,en,Many Rivers to Cross,95
115306,tt1043537,fi,Risto Räppääjä,79
27134,tt0415679,en,Boy Eats Girl,80
37024,tt0101583,ja,らんま½ - 中国寝崑崙大決戦! 掟やぶりの激闘篇!,74
53622,tt0025455,en,The Man From Utah,55
761,tt0074103,fr,L'Aile ou la Cuisse,104
11914,tt0066423,fr,Sur Un Arbre Perché,90
64968,tt0119620,fr,Marius et Jeannette,0
34300,tt0106827,en,Ernest Rides Again,94
58018,tt0178031,pl,U Pana Boga za piecem,100
70806,tt0009937,en,Blind Husbands,99
45560,tt0080196,de,Berlin Alexanderplatz,931
26506,tt0870195,en,Before The Rains,98
13856,tt0479162,en,Special,81
14536,tt1095174,en,New in Town,97
13710,tt1024899,en,Enfin veuve,94
15084,tt0456165,hi,Salaam Namaste,158
14451,tt1278340,no,Død snø,91
18162,tt0457400,en,Land of the Lost,102
34482,tt1059905,en,The Clique,87
16324,tt1145446,no,Fatso,91
50600,tt0021885,en,A Free Soul,93
18468,tt1122599,en,Momma's Man,94
19724,tt0780567,en,Imagine That,107
18487,tt1111422,en,The Taking of Pelham 1 2 3,106
27799,tt0407851,ja,花とアリス,135
8883,tt0920458,da,Flammen & Citronen,130
49767,tt0478149,en,Fade to Black,105
29314,tt1278336,en,Divã,90
40465,tt0460742,en,Chain Reaction,101
10272,tt0425150,en,Jekyll + Hyde,97
23924,tt0035429,en,Went the Day Well?,88
18061,tt0080180,en,Zulu Dawn,117
21179,tt1152397,en,American Violet,103
42341,tt1160629,ja,容疑者Xの献身,128
18760,tt0078128,cn,拳精,94
11693,tt0997147,ja,大日本人,113
40509,tt0108596,en,Wrestling Ernest Hemingway,123
15073,tt0409793,en,Cargo,90
31544,tt0102045,en,The Hitman,95
84119,tt0054936,en,Goodbye Again,120
33409,tt1277737,en,The Stoning of Soraya M.,114
18240,tt1041829,en,The Proposal,108
51260,tt0056961,en,The Crawling Hand,89
28110,tt0069976,en,Dillinger,107
89484,tt0053917,en,Home from the Hill,150
48288,tt0492487,en,Small Town Gay Bar,76
17610,tt1045778,en,Year One,97
8933,tt0962774,no,O' Horten,90
156917,tt0054169,fi,Pekka ja Pätkä neekereinä,0
37911,tt0048077,en,5 Against the House,84
38773,tt0061093,en,Three on a Couch,109
8269,tt0479519,sr,Zavet,127
45779,tt0100152,en,Mindwarp,91
27085,tt0073260,en,The Land That Time Forgot,90
8940,tt1032821,en,Tyson,90
133,tt0054205,en,Primary,60
20152,tt0233651,is,Englar alheimsins,100
14938,tt0409681,en,The Alibi,90
19508,tt1389762,en,Garfield's Pet Force,78
66770,tt0060358,en,Dutchman,55
12162,tt0887912,en,The Hurt Locker,131
4498,tt0057643,es,El verdugo,87
176810,tt0026047,en,Air Hawks,68
170477,tt0051362,en,Anna Lucasta,97
18507,tt1042570,en,Tu£sday,79
16240,tt0910847,en,Breakfast with Scot,95
50030,tt0042906,fr,La Ronde,110
81223,tt0074251,pl,Brunet wieczorową porą,90
24772,tt0085603,en,Going Berserk,85
67515,tt0100079,en,Luther the Geek,80
29082,tt0006206,fr,Les vampires,399
8284,tt1135092,en,The Limits of Control,116
4250,tt0808425,de,Pornorama,94
32451,tt1092007,en,Heavy Metal in Baghdad,84
62128,tt0772251,en,Raiders of the Lost Ark - The Adaptation,100
8373,tt1055369,en,Transformers: Revenge of the Fallen,150
62320,tt1014762,fr,Home,95
24734,tt0102178,en,K2,102
75317,tt0782037,tr,D@bbe,108
8939,tt0436854,ru,Тюльпан,100
35404,tt0041368,en,The File on Thelma Jordon,100
91205,tt0775434,en,Bling: A Planet Rock,90
53906,tt0050562,en,Jet Pilot,112
19079,tt1034325,en,Phoebe in Wonderland,96
19265,tt1178663,en,Whatever Works,92
12556,tt0821640,en,Ghosts of Girlfriends Past,100
43638,tt0419815,en,Holly,114
4990,tt0073133,en,Hustle,120
43192,tt0045886,en,Houdini,106
11322,tt1152836,en,Public Enemies,140
8355,tt1080016,en,Ice Age: Dawn of the Dinosaurs,94
10821,tt1166085,en,120,114
176241,tt1131748,en,Prison Break: The Final Break,89
47075,tt1340123,en,Samson and Delilah,101
41385,tt0101874,en,Final Approach,100
25728,tt0043812,en,The Mob,87
20301,tt0039294,en,Daisy Kenyon,99
24232,tt0285627,en,Is It College Yet?,90
242737,tt0048213,pl,Irena do domu!,90
50201,tt0098189,en,Resan till Melonia,101
52109,tt0087644,en,Love Streams,141
251657,tt0047499,en,Sininen viikko,70
24927,tt0489244,en,Night Of The Living Dead 3D,80
183871,tt0119728,en,Mumia Abu-Jamal: A Case for Reasonable Doubt?,74
156063,tt0443335,en,Off the Charts: The Song-Poem Story,58
10024,tt1078588,en,My Sister's Keeper,109
10788,tt1144804,hi,कमबख़्त इश्क़,142
15423,tt0475298,en,Hood of Horror,84
33321,tt0090948,en,The Dirt Bike Kid,90
69426,tt0242572,ta,Kandukondain Kandukondain,157
16226,tt0354690,en,Lady Death,80
42659,tt0021673,en,Blonde Crazy,79
16440,tt1295071,en,Tales of the Black Freighter,26
37021,tt0104604,ja,らんま1/2 決戦桃幻郷! 花嫁を奪りもどせ!,63
62186,tt0035195,en,Pittsburgh,91
22612,tt0025440,en,The Lucky Texan,61
19913,tt1022603,en,(500) Days of Summer,95
47104,tt0111845,fa,زیر درختان زیتون,103
17359,tt0296108,en,Notícias de uma Guerra Particular,57
47920,tt0026667,en,Magnificent Obsession,112
82474,tt0018379,en,7th Heaven,110
45184,tt0041615,en,Madame Bovary,115
18480,tt0889583,en,Brüno,83
64831,tt1015971,it,The Boys: The Sherman Brothers' Story,101
266814,tt1454902,en,1939: Hollywood's Greatest Year,69
4931,tt0063256,en,Madigan,101
301233,tt0111464,en,Terrified,95
18901,tt0073000,no,Flåklypa Grand Prix,88
14728,tt1146438,en,The Librarian: The Curse of the Judas Chalice,95
16911,tt0972558,ru,Obitaemyy Ostrov,115
70648,tt0476323,sl,Odgrobadogroba,103
8884,tt0893402,en,Franklyn,98
38940,tt0110490,en,Men of War,103
19105,tt1361558,cs,Iron Maiden: Flight 666,112
14758,tt0944101,en,Good Dick,86
767,tt0417741,en,Harry Potter and the Half-Blood Prince,153
59847,tt0091507,fr,Mélo,112
60623,tt0086890,fr,L'amour à mort,92
14687,tt0901481,en,Eichmann,100
351862,tt0799948,en,Blue Blood,95
10353,tt0120882,fr,Les Visiteurs 2 : Les Couloirs du temps,118
49360,tt1160424,en,Who Killed Nancy?,0
245367,tt0117780,en,Summer of Fear,91
9592,tt0470055,en,Open Water 2: Adrift,94
68572,tt0195165,en,Possessed,89
84278,tt0060479,en,The Group,152
43195,tt0047469,it,Senso,118
23964,tt0282171,en,Slap Shot 2: Breaking the Ice,104
14531,tt0837800,en,The Mark of Cain,87
76465,tt0034236,en,The Strawberry Blonde,97
51302,tt0274678,en,The Muppet Musicians of Bremen,50
76452,tt0069823,en,Una breve vacanza,112
14197,tt0404254,en,My Sassy Girl,92
20174,tt0046969,en,The Fast and the Furious,73
48773,tt0076709,cn,Si wang ta,96
60008,tt0089937,en,Rosso,0
8054,tt1054606,en,The Imaginarium of Doctor Parnassus,123
19929,tt1278293,en,9to5: Days in Porn,113
123777,tt0100624,en,Sink or Swim,48
18696,tt0052604,it,La battaglia di Maratona,90
3478,tt0068883,en,Ludwig,235
30713,tt0896927,es,Eskalofrío,91
54759,tt0338085,fi,Haaveiden kehä,85
30121,tt0960098,en,Winter of Frozen Dreams,92
64901,tt0109702,fr,L'eau froide,92
23720,tt1334537,en,Humpday,94
14843,tt0829297,en,Ten Inch Hero,97
8937,tt0938341,ja,トウキョウソナタ,120
9974,tt0472118,en,Kill Your Darlings,94
22302,tt1194238,fr,Polytechnique,77
20382,tt0833557,en,Visioneers,90
53868,tt0070868,en,The Vault of Horror,83
69342,tt0101660,en,The Dark Backward,101
83078,tt0090753,en,Blue City,83
37516,tt0138541,en,Judas Kiss,97
19727,tt1203523,en,Streets of Blood,95
56150,tt0070248,en,Jonathan Livingston Seagull,120
22215,tt1179258,en,Chéri,86
18635,tt1104806,en,One Week,94
4983,tt0066317,en,"Run, Simon, Run",74
53830,tt0024805,en,'Neath the Arizona Skies,52
38971,tt0358631,en,Pavement: Slow Century,85
49691,tt0239670,en,Mortel transfert,122
39415,tt0081076,fr,Loulou,101
20407,tt1187041,en,Arlen Faber,95
22408,tt0048535,en,Rage at Dawn,87
23286,tt0026846,en,Paradise Canyon,52
69166,tt0965355,en,A Perfect Fake,0
97995,tt0127834,en,Seven Years Bad Luck,62
67967,tt0035916,en,The Gang's All Here,103
21208,tt1148204,en,Orphan,123
131351,tt0103626,en,Afterburn,103
16056,tt0948547,en,Winged Creatures,95
53781,tt0026908,en,Rainbow Valley,49
20943,tt1142988,en,The Ugly Truth,96
67463,tt0087400,de,Heimat: Eine deutsche Chronik,925
82311,tt0054476,en,Wild River,110
204996,tt1221143,en,My first war,82
47870,tt0095302,en,High Hopes,112
104083,tt0041994,en,Tulsa,90
21407,tt0844479,en,The Collector,88
12403,tt0971209,en,A Perfect Getaway,98
62547,tt0044602,fr,Fanfan la Tulipe,102
15422,tt0433963,en,Dark Ride,94
14833,tt0837796,en,House,101
41183,tt0315459,en,Dallas 362,100
44578,tt1251357,en,"Moonshot, the Flight of Apollo 11",90
20856,tt0775552,en,Aliens in the Attic,86
17654,tt1136608,en,District 9,112
24803,tt1135503,en,Julie & Julia,123
38879,tt1129435,fr,Les plages d'Agnès,110
17335,tt1198138,en,Obsessed,108
13836,tt1075417,en,Race to Witch Mountain,98
20071,tt1161443,es,Pagafantas,84
13730,tt0414879,fr,La Boîte noire,90
15438,tt1213922,fr,Mes stars et moi,88
18126,tt1114677,en,Hannah Montana: The Movie,102
14869,tt1046173,en,G.I. Joe: The Rise of Cobra,118
14415,tt1048171,fr,Séraphine,125
30250,tt1127877,en,Cold Souls,101
121895,tt0099341,fr,Daddy Nostalgie,105
17134,tt1160368,en,12 Rounds,108
50719,tt0093974,en,"Silent Night, Deadly Night Part 2",88
105703,tt0085533,zh,風櫃來的人,98
176650,tt0085503,zh,兒子的大玩偶,105
17199,tt0260193,fr,La Moitié gauche du frigo,90
20153,tt0043131,en,Where Danger Lives,82
20777,tt1119191,en,The Killing Room,93
54982,tt0172348,en,Introducing Dorothy Dandridge,120
92989,tt0087164,zh,冬冬的假期,93
45999,tt0090185,zh,童年童年,138
18908,tt0167137,da,Den eneste ene,106
31067,tt0235376,en,Fail Safe,86
39286,tt0465461,en,Four Last Songs,110
13752,tt1029235,en,Max Manus,118
22600,tt0783532,en,Jerusalema,120
99657,tt0249248,de,Julianes Sturz in den Dschungel,65
40797,tt0025903,en,The Trail Beyond,55
40743,tt0028510,en,Winds of the Wasteland,54
17285,tt0913401,no,Kill Buljo,93
12407,tt1037156,en,Stone of Destiny,96
97252,tt0294805,en,Okie Noodling,57
18440,tt0499456,en,Days of Darkness,89
22602,tt0025699,en,Randy Rides Alone,53
40799,tt0025969,en,West of the Divide,54
40071,tt0088050,nl,Schatjes!,101
19422,tt1117666,en,Lost in Austen,184
31670,tt0211445,en,Je suis né d'une cigogne,80
38107,tt0025830,en,The Star Packer,53
15137,tt0923811,ja,ヱヴァンゲリヲン新劇場版：序,97
37047,tt0414243,ja,ラブひな クリスマススペシャル ～サイレント・イヴ～,46
66949,tt0077941,fr,Molière,260
77285,tt0048757,ja,浮雲,123
64728,tt0160535,ja,Minato no nihon musume,72
11115,tt0446676,en,Deal,85
22795,tt0104118,en,Doing Time on Maple Drive,92
21878,tt1111918,en,La Linea,95
18585,tt0806165,en,The Ramen Girl,122
19905,tt1092633,en,"The Goods: Live Hard, Sell Hard",90
22051,tt1185836,en,Adam,99
25902,tt0402115,hu,Csak szex és más semmi,97
16634,tt1122836,en,Alien Trespass,90
58421,tt0247419,en,Ignition,99
56264,tt0112869,en,Dillinger and Capone,95
31913,tt0074963,en,"Next Stop, Greenwich Village",111
14940,tt1176251,en,Gigantic,99
24420,tt0452694,en,The Time Traveler's Wife,107
13797,tt1104835,en,Feast II: Sloppy Seconds,97
12605,tt0443076,de,Katze im Sack,87
128856,tt0407008,de,Mitfahrer – Jede Begegnung ist eine Chance,0
145066,tt0105790,en,Waterland,95
31216,tt0830570,en,I Can't Think Straight,80
19556,tt1151922,en,Miss March,89
23367,tt0976222,en,Bandslam,111
49982,tt0096908,zh,悲情城市,157
45852,tt1286800,en,Harvard Beats Yale 29-29,105
24999,tt0493420,en,The Great Happiness Space: Tale of an Osaka Love Thief,78
16710,tt1047494,en,Meet the Browns,100
19840,tt1032815,en,"I Love You, Beth Cooper",102
25047,tt0060305,fr,Le Deuxième Souffle,150
33199,tt0996948,ko,후회하지 않아,113
22025,tt1142972,ja,Detroit Metal City,104
99599,tt0093633,zh,尼羅河女兒,91
25183,tt1331064,en,Paper Heart,88
19170,tt0042771,en,Mystery Street,93
14745,tt1045655,en,The Haunting of Molly Hartley,82
19585,tt0436339,en,G-Force,88
41682,tt0103962,fr,Christopher Columbus: The Discovery,120
17336,tt1082601,en,Fighting,105
11928,tt0964185,en,Tetro,127
98289,tt0050091,en,Seven Waves Away,100
99600,tt0113256,zh,好男好女,108
18281,tt0042960,en,Side Street,83
8895,tt1074929,en,Adoration,100
18533,tt1172570,en,Bronson,92
30319,tt0756703,en,Feel The Noise,86
18820,tt0831299,en,I Really Hate My Job,90
85097,tt1186238,en,The Matador,74
164741,tt0228528,en,Little Richard,0
12839,tt0481273,en,The Curiosity of Chance,98
15775,tt0332136,en,If Only,92
44655,tt0043018,es,Susana,86
43384,tt0044186,en,Vengeance Valley,83
46351,tt0027697,en,Great Guy,75
38662,tt0023038,en,The Hurricane Express,79
18032,tt0396707,en,The Secret of Moonacre,103
677,tt0030522,de,Olympia - Fest der Völker,126
685,tt0030523,de,Olympia - Fest der Schönheit,100
92011,tt0118645,en,Assault on Devil's Island,96
154430,tt0437273,fi,Kaksipäisen kotkan varjossa,0
49835,tt0847474,en,Cinematographer Style,86
18759,tt1185837,en,The Cell 2,94
106028,tt0469979,en,Summer School,89
87683,tt0791318,en,Krakatoa: The Last Days,87
42638,tt0020298,en,Queen Kelly,101
18568,tt0069446,it,Un uomo da rispettare,112
33314,tt1320347,en,Nora Roberts' Midnight Bayou,120
21657,tt1363127,en,Northern Lights,120
8899,tt1186369,fr,Le Silence de Lorna,105
20778,tt0054821,fr,Le Doulos,108
22492,tt1229360,en,It Might Get Loud,97
17153,tt0790590,en,Botched,95
21236,tt0464096,en,Lonely Street,93
35059,tt1359554,en,High Noon,90
43878,tt0028445,fr,Partie de campagne,40
29967,tt0048387,en,Moonfleet,87
68692,tt0060050,en,7 Women,87
15641,tt1204979,en,Vacancy 2: The First Cut,86
21955,tt0075086,en,The Pom Pom Girls,89
43303,tt1343115,en,Nora Roberts' Tribute,88
25704,tt1142433,en,Post Grad,89
21371,tt1095442,en,Goodbye Solo,91
23115,tt0047189,en,Long John Silver,106
41427,tt1275778,it,Questo piccolo grande amore,0
184781,tt0080103,en,Voices,106
36108,tt0973844,en,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,100
23049,tt0865559,en,My Life in Ruins,95
26914,tt0105643,en,Troll 2,95
121655,tt0110377,en,London,85
15457,tt0948535,en,Faubourg 36,120
758,tt0058382,en,Murder Ahoy,93
43734,tt1196112,en,Witch Hunt,91
41496,tt0808232,en,A Dog Year,80
12410,tt0436364,en,Good,96
45458,tt0823240,fr,Les Amours d'Astrée et de Céladon,109
64544,tt0092550,fr,L'ami de mon amie,103
26320,tt1127896,en,Taking Woodstock,120
41127,tt0117201,en,Norma Jean & Marilyn,139
35203,tt0116607,en,If These Walls Could Talk,97
34869,tt0847880,ru,Груз 200,89
24150,tt1311067,en,Halloween II,105
65990,tt1260995,es,Meteor,188
60216,tt0035884,en,Five Graves to Cairo,96
21336,tt0038453,en,The Dark Corner,99
35044,tt0113131,en,Full Body Massage,93
2861,tt0082053,fr,Le beau mariage,97
23451,tt1500516,en,Videocracy,85
25376,tt1305806,es,El secreto de sus ojos,129
59314,tt0080594,en,The Day After Trinity,88
12244,tt0472033,en,9,79
58450,tt1332054,it,Cosmonauta,0
5060,tt0060214,en,Carry On Screaming,87
15809,tt1300853,en,Green Street Hooligans 2,94
29914,tt0466943,en,Randy & the Mob,91
52710,tt0089066,en,Détective,95
140887,tt0024663,en,The Three Musketeers,210
40979,tt0033038,en,Seven Sinners,87
22494,tt0910554,en,Frequently Asked Questions About Time Travel,83
37903,tt1149362,de,Das weisse Band,144
227370,tt0331041,fi,Kahlekuningas,94
17899,tt0822833,es,Mentiras y gordas,107
18120,tt1272013,es,Fuga de Cerebros,105
106006,tt0352524,en,Living with Michael Jackson: A Tonight Special,110
17445,tt1384590,en,Green Lantern: First Flight,75
63581,tt1000764,en,Louis Theroux: The Most Hated Family in America,60
23736,tt1202222,en,Lies & Illusions,92
19898,tt1188729,en,Pandorum,108
20171,tt0475860,es,Paraiso Travel,110
21700,tt0115487,es,Airbag,112
57412,tt0026866,en,Peter Ibbetson,88
72083,tt0048394,es,Muerte de un ciclista,88
17046,tt0382301,en,Skellig,98
6309,tt0790665,en,Flood,110
10313,tt1234548,en,The Men Who Stare at Goats,93
20715,tt1193627,en,Immigrants (L.A. Dolce Vita),78
17632,tt1323925,en,The Hunt for Gollum,38
31936,tt0045554,es,"¡Bienvenido, Míster Marshall!",78
40954,tt0052609,en,Beast from Haunted Cave,75
8071,tt0069398,fr,Tout Va Bien,95
43255,tt0048933,ja,赤線地帯,87
42225,tt0076517,it,Padre padrone,114
689,tt0073800,el,Ο θίασος,223
22774,tt1176244,en,Valentino: The Last Emperor,96
53430,tt0014358,en,The Pilgrim,40
32317,tt0022150,fr,Le million,83
47576,tt0063291,es,Memorias del subdesarrollo,97
2979,tt1230164,en,Return of the Ghostbusters,85
17618,tt1228933,en,Laid to Rest,90
19994,tt1131734,en,Jennifer's Body,100
11323,tt1130080,en,The Informant!,108
117531,tt0019946,en,The Great Gabbo,92
42762,tt0116533,en,Hillsborough,101
3511,tt0906734,en,The Broken,93
37317,tt0048691,en,The Tall Men,122
25900,tt0041954,en,Tension,95
29134,tt1190858,en,Amreeka,96
12569,tt1225822,en,Extract,92
19912,tt1144884,en,The Final Destination,82
18501,tt1034032,en,Gamer,95
22794,tt0844471,en,Cloudy with a Chance of Meatballs,90
279606,tt0110936,en,Radio Inside,91
26367,tt1385912,en,I Can Do Bad All By Myself,113
43757,tt0108137,en,The Silver Stallion,93
23253,tt0023243,en,Mr. Robinson Crusoe,76
114618,tt0053455,en,The Wreck of the Mary Deare,105
18570,tt1286537,en,"Food, Inc.",94
36703,tt1339268,en,Beeswax,100
46768,tt0064073,it,Beatrice Cenci,99
18724,tt0051380,en,Attack of the 50 Foot Woman,65
22536,tt0762073,ko,박쥐,133
16873,tt0858486,en,Battle for Terra,85
22326,tt1188998,fi,Kielletty hedelmä,104
25643,tt0899106,en,Love Happens,109
29963,tt0810784,en,Bright Star,119
30685,tt0450336,en,Blood Creek,90
25549,tt0046353,en,Split Second,85
63615,tt1282257,es,Un buen hombre,0
26009,tt0045124,en,Scandal Sheet,82
26500,tt0374279,en,Sof Ha'Olam Smola,110
35113,tt0119347,en,I Want You,87
40225,tt0381104,fr,La confiance règne,98
17455,tt0337636,en,Hellraiser: Deader,88
12699,tt0354623,en,Hellraiser: Hellworld,91
25532,tt0479354,es,Crónica de una fuga,103
23827,tt1179904,en,Paranormal Activity,86
14579,tt0875705,en,Lake City,92
185591,tt0039135,en,L'aigle à deux têtes,93
28299,tt0049225,en,"Forever, Darling",91
16194,tt0996966,en,Not Quite Hollywood,103
62396,tt0047582,en,3 Ring Circus,103
18974,tt0053882,en,The 3 Worlds of Gulliver,100
64450,tt1423592,tl,Kinatay,105
44208,tt0028575,en,Angel,91
19136,tt0033704,en,Hellzapoppin',80
25112,tt1153690,en,Ballast,96
28051,tt0065553,it,5 bambole per la luna d'agosto,88
20178,tt1262981,en,World's Greatest Dad,99
67612,tt0058006,pt,Deus e o Diabo na Terra do Sol,120
25050,tt1087578,ja,歩いても 歩いても,114
43360,tt0045034,en,Le Plaisir,97
41053,tt0050870,hi,Pyaasa,146
54563,tt0057336,fr,"Muriel, ou le Temps d'un retour",115
76636,tt0073915,wo,Xala,123
22074,tt1232207,en,Capitalism: A Love Story,120
91262,tt0041842,fr,Le sang des bêtes,20
38670,tt0064300,it,Un esercito di cinque uomini,105
22717,tt1084972,en,वांटेड,129
23128,tt1313104,en,The Cove,92
12573,tt1019452,en,A Serious Man,105
28053,tt1174730,en,City Island,104
24869,tt1071804,en,Ink,106
90056,tt0001527,ru,Mest kinematograficheskogo operatora (Cameraman's Revenge),12
126597,tt0085448,cs,Do pivince,15
24561,tt1010055,ja,ヤッターマン,119
36800,tt0985058,en,Metropia,86
14476,tt0856778,en,Clubbed,95
104275,tt0085816,cs,"Kyvadlo, jáma a nadeje",15
21398,tt1220213,en,Grace,84
23127,tt0419724,en,The Haunted World of El Superbeasto,77
39506,tt0059715,ja,春婦伝,96
23202,tt0862856,en,Trick 'r Treat,82
24001,tt0907676,en,The Hills Run Red,81
22798,tt1172233,en,Whip It,111
23082,tt1058017,en,The Invention of Lying,100
62635,tt1286798,en,Unmistaken Child,102
61524,tt0034424,en,A-Haunting We Will Go,68
19959,tt0986263,en,Surrogates,89
18065,tt1097013,en,Next Day Air,84
19908,tt1156398,en,Zombieland,88
28665,tt1016075,en,Fame,107
23044,tt1331025,en,The September Issue,90
54191,tt0102638,en,Paris Trout,93
18176,tt1018818,en,Assassination of a High School President,93
23532,tt1038971,en,How to Be a Serial Killer,91
46068,tt0037492,en,Bud Abbott and Lou Costello in Hollywood,83
33474,tt0042179,en,Abbott and Costello in the Foreign Legion,80
26688,tt1232783,en,Sorority Row,101
22787,tt0365929,en,Whiteout,101
4786,tt0405393,es,Rudo y Cursi,102
24684,tt1174732,en,An Education,100
77246,tt0164013,pt,David and Lisa,86
63795,tt0044320,en,Abbott and Costello Meet Captain Kidd,70
63978,tt0086542,fr,La vie est un roman,110
11156,tt1035736,fr,Coco avant Chanel,110
74469,tt0028313,en,The Story of Louis Pasteur,86
44054,tt0881934,en,The Killing of John Lennon,114
26763,tt1333634,en,Burma VJ: Reporter i et lukket land,84
99189,tt0081746,en,Werner Herzog Eats His Shoe,20
18710,tt0072761,en,Capone,101
33476,tt0047794,en,Abbott and Costello Meet the Keystone Kops,80
19899,tt1078940,en,Couples Retreat,113
23706,tt0881891,en,All About Steve,99
142084,tt1504402,es,Hiroshima,80
39488,tt1360866,es,Gigante,88
106254,tt0018066,ru,Konets Sankt-Peterburga,80
11807,tt1093370,hi,Jab We Met,145
17622,tt1097643,en,Fifty Dead Men Walking,117
60773,tt0056846,fr,La Baie des Anges,84
885,tt0018839,en,The Docks of New York,76
126136,tt0025610,en,Our Daily Bread,80
23966,tt0896534,en,Deadgirl,101
188858,tt0477331,es,Lo que sé de Lola,112
48214,tt0009062,de,Das fidele Gefängnis,48
44685,tt0416938,ja,ラブひな 春スペシャル ～キミサクラチルナカレ!!～,48
92990,tt0087433,zh,黃土地,89
43902,tt0024991,en,Cleopatra,100
43850,tt0030063,en,The Divorce of Lady X,92
33857,tt1499213,en,Bye-Bye Bin Laden,0
33380,tt0274518,en,Gayniggers from Outer Space,26
70569,tt1276996,en,The Windmill Movie,80
21910,tt0902290,en,I Sell The Dead,85
4734,tt0103190,fr,Van Gogh,158
42678,tt0034175,en,The Shanghai Gesture,99
44334,tt0044103,en,The Tales of Hoffmann,128
42537,tt0019558,en,The Wedding March,113
16523,tt0386117,en,Where the Wild Things Are,101
46931,tt0459913,en,Georg,105
1686,tt0061465,en,Chelsea Girls,210
67062,tt0062352,pt,Terra em Transe,110
59239,tt0054073,bn,মেঘে ঢাকা তারা,134
85927,tt0073166,en,India Song,120
63107,tt0079020,ru,¡Que Viva México! - Да здравствует Мексика!,85
29124,tt0780524,en,Get Thrashed,100
44630,tt0075627,en,Aces High,114
53423,tt0009611,en,Shoulder Arms,45
37340,tt0046034,en,The Man Who Watched Trains Go By,82
38702,tt0087983,en,Reckless,90
43990,tt0097782,en,Lost Angels,116
18214,tt0094750,en,Black Eagle,93
3513,tt0126388,en,Legionnaire,98
19837,tt1326194,en,Beer Wars,89
25132,tt1100119,en,Shorts,89
12572,tt0808399,en,"New York, I Love You",103
22803,tt1197624,en,Law Abiding Citizen,109
32563,tt0042464,en,The Flame and the Arrow,88
52941,tt0068727,en,"I, Monster",75
180576,tt0105256,en,Rich in Love,105
33806,tt1075110,en,De helaasheid der dingen,108
50936,tt0108650,cn,戰神傳說,83
8915,tt1129445,en,Amelia,111
19904,tt0814335,en,The Stepfather,101
120518,tt0098283,en,See You in the Morning,119
24238,tt0978762,en,Mary and Max,92
19918,tt1186370,en,Spread,97
24056,tt0471041,en,The Tournament,95
23512,tt0926380,en,The Boys Are Back,104
31189,tt0896529,en,Cairo Time,88
54154,tt0064386,it,Dio è con noi,103
85763,tt0057813,en,The 7th Dawn,123
37637,tt0049843,en,There's Always Tomorrow,84
94663,tt0059776,hu,Szegénylegények,87
69912,tt0060860,en,La Prise de Pouvoir Par Louis XIV,90
51619,tt0044446,en,The Sound Barrier,118
21058,tt0189219,zh,Xiao cheng zhi chun,94
30506,tt0037193,en,The Princess and the Pirate,94
97029,tt0077309,en,Ceddo,120
71041,tt0052295,de,Der Tiger von Eschnapur,101
98914,tt0017128,ru,Мать,89
54419,tt0021409,fr,Sous les toits de Paris,96
89681,tt0063084,es,La hora de los hornos,260
